id,referencia,poliza_id,vehiculo_id,asegurado_id,fecha_siniestro,lugar,responsable,importe_estimada,estado
680,SIN000680,82,124,586,2020-07-05,Madrid,False,2509.59,ABIERTA
681,SIN000681,133,822,462,2024-10-09,Madrid,False,3935.25,EN_TRAMITE
682,SIN000682,204,743,451,2022-04-13,Málaga,False,1285.2,CERRADA
683,SIN000683,468,243,923,2020-03-28,Barcelona,False,2231.76,ABIERTA
684,SIN000684,524,229,381,2024-12-26,Zaragoza,False,4349.16,CERRADA
685,SIN000685,333,998,913,2024-11-24,Valencia,True,583.58,EN_TRAMITE
686,SIN000686,492,232,327,2020-02-12,Zaragoza,True,1747.72,ABIERTA
687,SIN000687,25,346,905,2020-09-28,Zaragoza,False,2721.89,EN_TRAMITE
688,SIN000688,407,368,490,2020-11-28,Bilbao,True,4320.45,ABIERTA
689,SIN000689,173,635,386,2024-11-26,Zaragoza,True,4402.27,ABIERTA
690,SIN000690,908,839,582,2021-08-16,Valencia,False,4384.87,CERRADA
691,SIN000691,349,401,784,2022-05-03,Alicante,True,376.22,CERRADA
692,SIN000692,859,300,748,2024-12-14,Palma,True,2318.43,CERRADA
693,SIN000693,513,652,37,2021-10-16,Valencia,False,1311.45,EN_TRAMITE
694,SIN000694,759,945,772,2022-03-01,Bilbao,False,1703.35,EN_TRAMITE
695,SIN000695,99,888,617,2022-03-06,Valencia,True,3600.06,CERRADA
696,SIN000696,943,148,872,2024-10-13,Palma,False,1283.91,EN_TRAMITE
697,SIN000697,825,241,768,2020-11-29,Murcia,False,3998.23,ABIERTA
698,SIN000698,694,685,619,2021-05-30,Zaragoza,True,2428.38,EN_TRAMITE
699,SIN000699,59,631,650,2023-12-25,Madrid,False,3832.55,ABIERTA
700,SIN000700,764,798,461,2024-11-19,Palma,False,1402.64,CERRADA
701,SIN000701,894,907,16,2021-08-05,Málaga,True,3565.81,EN_TRAMITE
702,SIN000702,423,470,372,2022-10-15,Sevilla,True,3826.67,EN_TRAMITE
703,SIN000703,788,628,558,2022-05-19,Bilbao,False,2777.18,CERRADA
704,SIN000704,417,431,676,2020-01-30,Madrid,True,2632.69,CERRADA
705,SIN000705,514,561,153,2023-11-11,Sevilla,True,1564.57,CERRADA
706,SIN000706,927,173,708,2023-03-19,Alicante,False,2019.85,EN_TRAMITE
707,SIN000707,766,674,950,2022-01-26,Murcia,False,4186.67,CERRADA
708,SIN000708,769,705,580,2022-08-04,Madrid,False,2660.88,CERRADA
709,SIN000709,106,402,349,2022-06-27,Murcia,True,2883.86,CERRADA
710,SIN000710,587,901,998,2024-11-30,Sevilla,False,1933.71,CERRADA
711,SIN000711,928,429,381,2024-12-28,Murcia,False,377.13,CERRADA
712,SIN000712,743,6,38,2020-11-27,Sevilla,False,372.91,EN_TRAMITE
713,SIN000713,164,509,404,2024-05-03,Barcelona,True,1660.61,ABIERTA
714,SIN000714,635,893,837,2021-01-07,Palma,True,678.19,EN_TRAMITE
715,SIN000715,631,403,514,2022-08-21,Sevilla,False,4390.36,EN_TRAMITE
716,SIN000716,9,401,616,2022-04-14,Alicante,False,1850.38,CERRADA
717,SIN000717,96,192,739,2022-07-24,Alicante,True,2605.88,ABIERTA
718,SIN000718,902,597,191,2020-02-19,Alicante,False,4107.44,EN_TRAMITE
719,SIN000719,855,905,355,2020-03-04,Barcelona,False,3290.44,EN_TRAMITE
720,SIN000720,401,733,929,2021-10-05,Madrid,False,4559.37,CERRADA
721,SIN000721,518,722,94,2020-12-21,Madrid,False,1921.27,EN_TRAMITE
722,SIN000722,483,567,795,2021-05-02,Málaga,False,2165.79,CERRADA
723,SIN000723,410,288,825,2023-02-23,Málaga,False,680.97,ABIERTA
724,SIN000724,449,42,310,2020-10-09,Palma,False,453.18,CERRADA
725,SIN000725,454,228,462,2021-10-12,Alicante,True,636.64,ABIERTA
726,SIN000726,305,931,609,2023-09-13,Barcelona,False,1975.16,CERRADA
727,SIN000727,486,988,201,2023-09-25,Barcelona,True,1709.09,ABIERTA
728,SIN000728,651,694,349,2022-03-26,Barcelona,False,2025.01,CERRADA
729,SIN000729,90,806,150,2024-03-05,Sevilla,True,881.39,CERRADA
730,SIN000730,704,686,756,2024-02-03,Murcia,True,4618.03,CERRADA
731,SIN000731,190,598,520,2022-11-15,Sevilla,True,4813.52,ABIERTA
732,SIN000732,385,883,361,2022-02-11,Zaragoza,False,2374.23,ABIERTA
733,SIN000733,498,533,725,2023-12-03,Alicante,False,4169.18,CERRADA
734,SIN000734,866,754,308,2022-05-12,Barcelona,False,4485.58,CERRADA
735,SIN000735,674,847,768,2023-09-01,Valencia,False,3503.01,CERRADA
736,SIN000736,746,693,719,2023-09-27,Alicante,True,3356.92,ABIERTA
737,SIN000737,772,854,882,2022-08-10,Zaragoza,True,1793.15,EN_TRAMITE
738,SIN000738,834,278,619,2023-09-09,Valencia,False,3584.56,CERRADA
739,SIN000739,489,634,75,2022-12-08,Alicante,True,3940.11,ABIERTA
740,SIN000740,818,490,355,2020-01-05,Bilbao,True,3496.03,EN_TRAMITE
741,SIN000741,12,902,318,2022-07-22,Barcelona,False,1931.89,CERRADA
742,SIN000742,845,917,271,2024-11-26,Valencia,False,1503.55,ABIERTA
743,SIN000743,388,989,639,2021-10-10,Madrid,True,712.64,EN_TRAMITE
744,SIN000744,834,547,333,2022-11-24,Valencia,True,3109.5,CERRADA
745,SIN000745,130,515,658,2020-03-29,Zaragoza,True,3064.27,CERRADA
746,SIN000746,739,711,797,2022-12-16,Palma,True,2925.09,EN_TRAMITE
747,SIN000747,273,647,768,2020-08-11,Madrid,False,1206.29,EN_TRAMITE
748,SIN000748,649,652,750,2021-12-07,Barcelona,True,446.5,EN_TRAMITE
749,SIN000749,155,377,361,2021-04-07,Alicante,False,530.33,CERRADA
750,SIN000750,224,863,251,2022-08-30,Valencia,False,916.61,EN_TRAMITE
751,SIN000751,962,656,894,2022-07-01,Zaragoza,False,2450.22,ABIERTA
752,SIN000752,844,799,19,2022-05-10,Sevilla,False,4637.8,ABIERTA
753,SIN000753,564,811,242,2021-02-07,Bilbao,False,336.08,EN_TRAMITE
754,SIN000754,353,401,179,2022-07-05,Alicante,True,610.91,CERRADA
755,SIN000755,866,824,576,2020-07-08,Alicante,False,3507.82,CERRADA
756,SIN000756,377,345,907,2021-06-28,Zaragoza,False,2936.93,EN_TRAMITE
757,SIN000757,782,262,684,2023-10-02,Murcia,False,4593.32,EN_TRAMITE
758,SIN000758,721,182,814,2024-11-21,Málaga,False,2084.46,ABIERTA
759,SIN000759,967,366,503,2024-05-04,Palma,False,3995.36,EN_TRAMITE
760,SIN000760,549,350,580,2023-03-11,Barcelona,False,1885.69,ABIERTA
761,SIN000761,668,892,325,2023-10-11,Valencia,False,3916.88,CERRADA
762,SIN000762,742,232,973,2020-11-05,Málaga,False,3493.3,ABIERTA
763,SIN000763,749,762,888,2024-10-22,Zaragoza,True,1356.59,ABIERTA
764,SIN000764,287,304,117,2024-03-01,Madrid,False,4888.39,CERRADA
765,SIN000765,814,868,278,2020-09-23,Barcelona,False,2206.87,ABIERTA
766,SIN000766,330,776,708,2023-08-20,Valencia,True,3289.33,ABIERTA
767,SIN000767,901,633,192,2024-07-10,Málaga,False,1600.1,ABIERTA
768,SIN000768,605,405,814,2024-12-19,Murcia,True,757.91,ABIERTA
769,SIN000769,293,423,139,2023-11-28,Valencia,False,3657.49,CERRADA
770,SIN000770,133,895,87,2021-09-16,Barcelona,False,3240.37,CERRADA
771,SIN000771,215,264,917,2023-04-05,Murcia,True,4714.38,EN_TRAMITE
772,SIN000772,451,171,614,2022-04-23,Valencia,False,2803.13,ABIERTA
773,SIN000773,515,436,887,2023-07-31,Alicante,False,329.01,ABIERTA
774,SIN000774,990,298,9,2022-05-12,Palma,True,2122.7,CERRADA
775,SIN000775,380,869,144,2021-11-12,Valencia,True,2931.72,CERRADA
776,SIN000776,890,901,219,2023-05-12,Barcelona,True,1211.13,ABIERTA
777,SIN000777,755,844,482,2022-09-30,Murcia,True,529.03,CERRADA
778,SIN000778,712,823,809,2023-11-04,Sevilla,True,4582.84,EN_TRAMITE
779,SIN000779,116,25,54,2023-08-20,Bilbao,True,4384.1,ABIERTA
780,SIN000780,246,917,650,2022-10-01,Palma,False,4325.81,ABIERTA
781,SIN000781,903,324,300,2022-09-11,Málaga,False,2405.59,CERRADA
782,SIN000782,139,845,454,2021-01-04,Palma,True,720.48,EN_TRAMITE
783,SIN000783,200,898,187,2022-08-14,Murcia,False,2849.2,ABIERTA
784,SIN000784,75,14,381,2021-08-08,Zaragoza,False,1660.74,EN_TRAMITE
785,SIN000785,106,246,455,2023-03-01,Málaga,False,1840.35,CERRADA
786,SIN000786,749,446,539,2022-01-07,Alicante,False,891.56,CERRADA
787,SIN000787,873,689,659,2024-09-13,Málaga,True,684.39,ABIERTA
788,SIN000788,771,974,983,2023-05-11,Alicante,True,3744.08,ABIERTA
789,SIN000789,732,804,417,2021-04-26,Valencia,True,4191.69,EN_TRAMITE
790,SIN000790,636,736,344,2020-12-22,Bilbao,False,4647.75,ABIERTA
791,SIN000791,53,948,457,2020-06-25,Madrid,False,4246.36,ABIERTA
792,SIN000792,510,402,300,2023-12-04,Zaragoza,True,4367.7,CERRADA
793,SIN000793,578,644,53,2020-05-02,Madrid,True,910.92,EN_TRAMITE
794,SIN000794,222,436,510,2023-08-01,Murcia,True,587.0,ABIERTA
795,SIN000795,338,149,903,2021-10-26,Málaga,True,3467.98,CERRADA
796,SIN000796,264,809,395,2022-05-20,Barcelona,False,811.86,ABIERTA
797,SIN000797,232,102,956,2022-04-16,Sevilla,True,1894.82,EN_TRAMITE
798,SIN000798,904,536,260,2022-12-18,Málaga,False,1201.79,CERRADA
799,SIN000799,659,587,94,2022-10-19,Palma,True,1387.34,ABIERTA
800,SIN000800,204,625,542,2023-06-10,Zaragoza,False,3758.92,ABIERTA
801,SIN000801,236,995,481,2021-12-15,Sevilla,False,1899.32,EN_TRAMITE
802,SIN000802,610,438,85,2021-09-21,Barcelona,True,4744.35,EN_TRAMITE
803,SIN000803,824,704,162,2020-02-12,Barcelona,True,812.81,EN_TRAMITE
804,SIN000804,591,934,987,2023-07-11,Madrid,True,847.33,CERRADA
805,SIN000805,153,6,913,2021-04-21,Murcia,False,2619.75,CERRADA
806,SIN000806,242,660,350,2020-03-25,Barcelona,False,4871.58,CERRADA
807,SIN000807,67,323,38,2022-12-02,Alicante,True,4385.86,EN_TRAMITE
808,SIN000808,343,59,427,2020-03-01,Bilbao,True,4557.0,ABIERTA
809,SIN000809,727,395,870,2023-04-02,Valencia,False,3006.7,CERRADA
810,SIN000810,609,198,191,2024-05-25,Barcelona,False,2469.79,CERRADA
811,SIN000811,496,512,665,2020-03-23,Barcelona,False,3929.09,ABIERTA
812,SIN000812,49,785,352,2022-11-12,Palma,True,473.27,ABIERTA
813,SIN000813,131,359,422,2021-03-23,Alicante,True,4975.6,ABIERTA
814,SIN000814,877,643,529,2021-10-08,Palma,False,3013.23,ABIERTA
815,SIN000815,785,114,825,2023-12-10,Zaragoza,False,4849.46,ABIERTA
816,SIN000816,786,896,301,2021-08-19,Murcia,True,2826.75,CERRADA
817,SIN000817,727,250,856,2022-05-04,Málaga,False,2427.81,CERRADA
818,SIN000818,783,411,424,2021-06-10,Bilbao,False,1302.37,CERRADA
819,SIN000819,959,4,323,2020-04-02,Alicante,True,4375.22,ABIERTA
820,SIN000820,216,103,320,2024-04-06,Murcia,False,4980.06,EN_TRAMITE
821,SIN000821,764,24,568,2024-07-25,Alicante,False,2604.48,ABIERTA
822,SIN000822,614,789,455,2020-09-23,Sevilla,False,4610.66,ABIERTA
823,SIN000823,397,397,750,2024-08-10,Valencia,False,2686.25,ABIERTA
824,SIN000824,427,291,953,2022-03-01,Málaga,False,785.1,ABIERTA
825,SIN000825,297,55,713,2020-06-05,Zaragoza,True,2334.39,EN_TRAMITE
826,SIN000826,196,589,351,2024-06-28,Murcia,True,3153.54,ABIERTA
827,SIN000827,790,537,612,2021-03-18,Palma,False,2501.25,ABIERTA
828,SIN000828,878,313,602,2024-06-11,Madrid,True,2891.1,ABIERTA
829,SIN000829,665,957,821,2020-06-06,Murcia,False,3249.99,EN_TRAMITE
830,SIN000830,570,10,105,2023-11-08,Zaragoza,True,1115.1,EN_TRAMITE
831,SIN000831,406,883,975,2023-04-12,Alicante,False,3863.05,CERRADA
832,SIN000832,438,872,301,2021-09-04,Málaga,True,3136.11,CERRADA
833,SIN000833,404,319,65,2024-05-22,Barcelona,True,3990.67,EN_TRAMITE
834,SIN000834,634,644,814,2023-10-21,Bilbao,False,698.79,ABIERTA
835,SIN000835,381,127,644,2024-12-18,Murcia,False,826.18,EN_TRAMITE
836,SIN000836,192,368,503,2022-12-10,Bilbao,True,4658.9,CERRADA
837,SIN000837,109,315,447,2020-09-25,Málaga,False,2378.63,ABIERTA
838,SIN000838,307,959,862,2022-08-29,Zaragoza,True,4228.01,EN_TRAMITE
839,SIN000839,27,240,871,2022-11-23,Alicante,False,1262.83,ABIERTA
840,SIN000840,750,166,657,2021-04-03,Barcelona,False,1288.65,EN_TRAMITE
841,SIN000841,766,835,540,2020-05-30,Bilbao,True,2070.79,EN_TRAMITE
842,SIN000842,805,752,837,2020-02-15,Murcia,False,4560.65,ABIERTA
843,SIN000843,927,319,845,2021-08-06,Alicante,True,3329.74,EN_TRAMITE
844,SIN000844,754,324,567,2023-01-23,Zaragoza,True,3790.7,CERRADA
845,SIN000845,983,646,851,2023-02-01,Zaragoza,False,3208.89,EN_TRAMITE
846,SIN000846,274,736,506,2024-01-17,Murcia,False,859.08,CERRADA
847,SIN000847,448,704,447,2021-04-11,Alicante,True,3965.05,CERRADA
848,SIN000848,162,294,210,2023-05-19,Valencia,True,2347.33,EN_TRAMITE
849,SIN000849,362,53,869,2024-03-09,Madrid,False,2127.45,CERRADA
850,SIN000850,206,713,949,2024-08-30,Valencia,False,3377.1,ABIERTA
851,SIN000851,228,721,220,2024-09-02,Alicante,False,1250.02,EN_TRAMITE
852,SIN000852,714,236,408,2023-11-07,Madrid,True,2960.33,EN_TRAMITE
853,SIN000853,777,552,317,2023-11-17,Barcelona,True,526.3,CERRADA
854,SIN000854,481,165,665,2024-04-26,Murcia,False,4961.56,EN_TRAMITE
855,SIN000855,975,342,263,2022-08-12,Palma,False,843.58,ABIERTA
856,SIN000856,29,877,899,2021-08-27,Zaragoza,True,587.48,ABIERTA
857,SIN000857,404,838,662,2020-09-12,Valencia,True,4668.76,CERRADA
858,SIN000858,662,873,818,2021-06-20,Barcelona,True,3094.35,CERRADA
859,SIN000859,613,81,903,2021-10-08,Alicante,True,3009.1,CERRADA
860,SIN000860,881,467,999,2024-11-01,Palma,True,1694.45,ABIERTA
861,SIN000861,735,507,396,2020-04-25,Madrid,False,3293.86,EN_TRAMITE
862,SIN000862,639,759,452,2020-05-29,Barcelona,True,3922.94,EN_TRAMITE
863,SIN000863,129,576,483,2022-01-04,Madrid,False,3900.01,EN_TRAMITE
864,SIN000864,264,597,877,2021-01-10,Bilbao,True,4987.33,ABIERTA
865,SIN000865,665,775,40,2020-12-06,Bilbao,False,3283.55,CERRADA
866,SIN000866,824,753,396,2024-08-09,Sevilla,False,2455.98,ABIERTA
867,SIN000867,984,570,761,2023-04-04,Zaragoza,True,2930.55,EN_TRAMITE
868,SIN000868,502,68,185,2021-05-26,Palma,False,2676.73,ABIERTA
869,SIN000869,397,840,956,2024-08-29,Alicante,False,2907.33,EN_TRAMITE
870,SIN000870,325,604,463,2020-03-30,Alicante,False,938.76,EN_TRAMITE
871,SIN000871,250,94,313,2024-12-18,Bilbao,True,1278.68,CERRADA
872,SIN000872,443,483,42,2024-02-20,Alicante,True,3641.59,EN_TRAMITE
873,SIN000873,460,147,771,2024-10-30,Valencia,True,4947.2,ABIERTA
874,SIN000874,808,999,365,2021-02-22,Bilbao,True,2557.19,ABIERTA
875,SIN000875,63,226,607,2022-06-14,Sevilla,False,3866.92,ABIERTA
876,SIN000876,61,379,132,2023-03-17,Sevilla,False,3732.12,ABIERTA
877,SIN000877,820,138,604,2024-07-16,Madrid,True,3139.78,CERRADA
878,SIN000878,78,388,552,2022-04-11,Valencia,False,935.6,ABIERTA
879,SIN000879,315,142,994,2021-04-30,Palma,True,3796.08,ABIERTA
880,SIN000880,783,231,715,2020-05-19,Barcelona,False,4765.11,ABIERTA
881,SIN000881,83,432,138,2023-02-17,Valencia,False,2719.71,EN_TRAMITE
882,SIN000882,129,901,726,2024-09-27,Málaga,False,4170.42,EN_TRAMITE
883,SIN000883,273,18,529,2021-12-22,Valencia,True,4262.9,CERRADA
884,SIN000884,302,927,211,2023-09-18,Madrid,False,4174.19,ABIERTA
885,SIN000885,35,778,536,2020-12-22,Zaragoza,True,4213.71,EN_TRAMITE
886,SIN000886,157,996,755,2022-12-27,Palma,True,1054.81,ABIERTA
887,SIN000887,902,664,761,2023-04-11,Bilbao,False,3481.81,EN_TRAMITE
888,SIN000888,310,560,288,2022-02-10,Palma,False,3762.62,EN_TRAMITE
889,SIN000889,945,596,466,2021-08-08,Sevilla,False,2007.53,EN_TRAMITE
890,SIN000890,70,499,684,2021-03-01,Valencia,True,463.52,ABIERTA
891,SIN000891,111,956,93,2021-04-10,Málaga,False,757.15,EN_TRAMITE
892,SIN000892,344,131,82,2021-07-22,Murcia,False,1949.88,CERRADA
893,SIN000893,20,492,306,2023-01-20,Zaragoza,False,4184.52,EN_TRAMITE
894,SIN000894,571,590,957,2022-05-03,Zaragoza,False,2432.65,ABIERTA
895,SIN000895,510,85,366,2021-05-15,Málaga,False,2611.72,ABIERTA
896,SIN000896,437,838,276,2021-05-17,Bilbao,False,2411.41,CERRADA
897,SIN000897,523,77,861,2021-11-24,Bilbao,True,2073.43,EN_TRAMITE
898,SIN000898,144,202,695,2021-01-10,Bilbao,True,4728.99,ABIERTA
899,SIN000899,291,733,361,2022-05-18,Zaragoza,False,4946.25,CERRADA
900,SIN000900,902,231,249,2023-06-07,Alicante,True,3425.28,CERRADA
901,SIN000901,561,815,399,2024-05-18,Alicante,True,1611.65,EN_TRAMITE
902,SIN000902,70,378,754,2021-01-16,Madrid,True,751.38,ABIERTA
903,SIN000903,224,148,995,2022-05-08,Bilbao,True,4544.05,ABIERTA
904,SIN000904,577,28,2,2023-11-14,Zaragoza,False,3184.15,EN_TRAMITE
905,SIN000905,557,633,154,2022-07-06,Palma,False,701.29,CERRADA
906,SIN000906,967,65,178,2022-11-09,Barcelona,True,4123.42,ABIERTA
907,SIN000907,405,445,140,2021-05-08,Murcia,False,3709.82,CERRADA
908,SIN000908,498,496,524,2022-07-25,Zaragoza,False,4887.03,CERRADA
909,SIN000909,619,48,27,2020-02-28,Palma,False,1163.65,CERRADA
910,SIN000910,971,272,2,2022-02-21,Barcelona,True,4064.45,EN_TRAMITE
911,SIN000911,980,544,311,2021-03-21,Alicante,False,4060.48,ABIERTA
912,SIN000912,832,907,668,2023-11-27,Madrid,False,1145.61,EN_TRAMITE
913,SIN000913,23,962,762,2024-01-25,Palma,False,2892.06,ABIERTA
914,SIN000914,989,804,299,2023-01-18,Murcia,True,349.37,CERRADA
915,SIN000915,541,24,626,2021-08-17,Alicante,False,1146.38,CERRADA
916,SIN000916,893,990,264,2024-05-16,Murcia,False,2215.99,ABIERTA
917,SIN000917,38,896,650,2023-04-14,Murcia,True,2834.36,ABIERTA
918,SIN000918,675,550,580,2020-12-08,Bilbao,False,3146.44,ABIERTA
919,SIN000919,178,103,780,2023-04-20,Málaga,False,3703.94,ABIERTA
920,SIN000920,379,144,597,2023-01-28,Alicante,False,1641.16,CERRADA
921,SIN000921,835,661,291,2020-04-26,Valencia,True,3979.02,EN_TRAMITE
922,SIN000922,759,983,772,2023-11-18,Sevilla,True,836.62,CERRADA
923,SIN000923,72,597,662,2022-06-14,Sevilla,False,1416.86,EN_TRAMITE
924,SIN000924,49,361,726,2024-08-12,Palma,True,2969.48,EN_TRAMITE
925,SIN000925,442,757,815,2023-03-16,Alicante,False,2418.4,ABIERTA
926,SIN000926,486,394,837,2020-12-28,Alicante,True,2289.46,CERRADA
927,SIN000927,5,427,368,2022-10-13,Murcia,True,4107.37,ABIERTA
928,SIN000928,826,92,243,2021-12-13,Valencia,True,494.77,EN_TRAMITE
929,SIN000929,24,879,329,2024-08-07,Bilbao,False,369.23,ABIERTA
930,SIN000930,566,565,164,2022-08-08,Sevilla,True,1985.17,CERRADA
931,SIN000931,499,163,582,2020-12-16,Valencia,False,386.87,ABIERTA
932,SIN000932,36,239,636,2023-09-01,Sevilla,True,579.62,EN_TRAMITE
933,SIN000933,662,885,91,2024-05-14,Palma,True,4152.25,ABIERTA
934,SIN000934,625,864,897,2021-12-18,Palma,True,3626.57,ABIERTA
935,SIN000935,944,893,999,2020-12-27,Málaga,False,3530.92,CERRADA
936,SIN000936,285,404,707,2023-08-01,Zaragoza,True,3938.29,EN_TRAMITE
937,SIN000937,361,185,27,2020-12-29,Madrid,True,889.16,EN_TRAMITE
938,SIN000938,577,681,115,2022-12-12,Barcelona,True,3943.3,EN_TRAMITE
939,SIN000939,467,867,993,2023-03-16,Alicante,False,2610.13,ABIERTA
940,SIN000940,833,830,12,2020-11-25,Alicante,False,1724.2,ABIERTA
941,SIN000941,761,307,318,2022-10-05,Sevilla,False,3682.27,ABIERTA
942,SIN000942,234,843,563,2022-09-29,Alicante,False,1271.7,CERRADA
943,SIN000943,367,931,132,2023-01-29,Bilbao,True,1159.54,EN_TRAMITE
944,SIN000944,222,762,103,2022-11-09,Barcelona,True,3111.6,CERRADA
945,SIN000945,283,76,121,2024-11-29,Valencia,True,1803.49,ABIERTA
946,SIN000946,140,891,536,2021-10-17,Valencia,True,4259.17,EN_TRAMITE
947,SIN000947,308,881,972,2023-09-01,Alicante,False,1926.64,EN_TRAMITE
948,SIN000948,524,743,496,2024-06-28,Murcia,True,3679.13,CERRADA
949,SIN000949,113,958,293,2022-01-16,Valencia,True,1086.02,ABIERTA
950,SIN000950,143,385,694,2023-08-09,Málaga,False,1275.25,EN_TRAMITE
951,SIN000951,723,110,338,2023-08-30,Barcelona,True,4290.93,EN_TRAMITE
952,SIN000952,271,522,173,2021-12-25,Palma,False,1326.79,EN_TRAMITE
953,SIN000953,594,809,577,2024-01-10,Valencia,False,4971.46,EN_TRAMITE
954,SIN000954,775,625,488,2021-04-15,Bilbao,False,3942.94,CERRADA
955,SIN000955,814,812,895,2020-07-21,Madrid,True,3064.81,CERRADA
956,SIN000956,276,711,783,2022-08-16,Alicante,False,658.68,CERRADA
957,SIN000957,54,101,452,2021-12-24,Barcelona,False,3468.01,ABIERTA
958,SIN000958,927,10,224,2024-03-20,Alicante,False,4389.94,ABIERTA
959,SIN000959,755,305,318,2020-05-15,Zaragoza,False,2293.08,CERRADA
960,SIN000960,622,32,767,2024-07-29,Palma,True,958.57,ABIERTA
961,SIN000961,452,533,114,2020-04-09,Bilbao,False,2687.46,EN_TRAMITE
962,SIN000962,466,696,20,2021-01-20,Alicante,True,3271.24,EN_TRAMITE
963,SIN000963,719,7,525,2020-08-25,Sevilla,True,3667.06,CERRADA
964,SIN000964,778,755,636,2024-10-21,Madrid,True,4577.47,EN_TRAMITE
965,SIN000965,654,195,929,2023-08-06,Bilbao,True,401.48,EN_TRAMITE
966,SIN000966,646,482,218,2021-06-14,Murcia,True,3715.65,CERRADA
967,SIN000967,818,480,567,2021-02-15,Barcelona,True,3652.31,ABIERTA
968,SIN000968,991,755,256,2021-04-08,Sevilla,True,1256.45,CERRADA
969,SIN000969,456,404,609,2021-10-26,Alicante,True,1588.01,CERRADA
970,SIN000970,604,517,211,2024-04-27,Murcia,False,4958.68,ABIERTA
971,SIN000971,8,728,888,2022-01-11,Madrid,False,3525.51,ABIERTA
972,SIN000972,775,582,419,2023-12-21,Alicante,True,1586.34,EN_TRAMITE
973,SIN000973,923,753,811,2024-04-25,Bilbao,False,4189.87,ABIERTA
974,SIN000974,586,396,106,2023-07-05,Zaragoza,True,2547.42,CERRADA
975,SIN000975,688,932,750,2022-11-11,Valencia,False,842.28,EN_TRAMITE
976,SIN000976,725,540,327,2023-04-17,Barcelona,False,2265.33,CERRADA
977,SIN000977,979,839,225,2021-11-26,Alicante,False,4343.57,CERRADA
978,SIN000978,952,184,362,2022-11-29,Barcelona,True,1061.92,EN_TRAMITE
979,SIN000979,824,469,669,2023-09-10,Barcelona,False,4729.79,EN_TRAMITE
980,SIN000980,809,710,987,2022-03-31,Murcia,False,3034.7,CERRADA
981,SIN000981,39,480,403,2024-03-15,Bilbao,True,1606.09,ABIERTA
982,SIN000982,569,881,224,2023-03-29,Zaragoza,False,4666.61,ABIERTA
983,SIN000983,686,477,487,2020-06-26,Barcelona,False,1446.81,EN_TRAMITE
984,SIN000984,813,614,374,2023-05-24,Murcia,True,3703.4,CERRADA
985,SIN000985,976,864,115,2021-06-18,Alicante,True,4960.2,EN_TRAMITE
986,SIN000986,475,366,781,2023-05-25,Murcia,False,4972.39,CERRADA
987,SIN000987,575,677,676,2024-10-22,Barcelona,True,4021.33,EN_TRAMITE
988,SIN000988,332,120,70,2024-04-27,Alicante,True,642.66,ABIERTA
989,SIN000989,143,868,123,2022-07-18,Bilbao,True,1671.33,CERRADA
990,SIN000990,459,847,233,2020-09-16,Barcelona,False,4852.61,ABIERTA
991,SIN000991,317,892,6,2023-10-01,Málaga,True,3997.8,CERRADA
992,SIN000992,872,391,26,2020-11-17,Alicante,True,2204.85,EN_TRAMITE
993,SIN000993,518,559,30,2024-05-13,Murcia,False,2791.07,ABIERTA
994,SIN000994,290,981,831,2024-04-12,Sevilla,False,3908.43,CERRADA
995,SIN000995,27,883,605,2020-08-05,Madrid,False,4337.83,ABIERTA
996,SIN000996,754,994,578,2020-10-05,Madrid,True,2931.45,ABIERTA
997,SIN000997,338,40,796,2020-08-18,Málaga,True,3278.61,CERRADA
998,SIN000998,855,235,708,2020-03-25,Zaragoza,False,327.85,CERRADA
999,SIN000999,310,918,823,2022-05-29,Zaragoza,True,4451.18,EN_TRAMITE
1000,SIN001000,481,354,345,2020-01-06,Barcelona,True,1564.94,EN_TRAMITE
1001,SIN001001,180,988,912,2022-05-15,Málaga,False,2807.5,EN_TRAMITE
1002,SIN001002,529,190,482,2023-02-28,Bilbao,True,3306.53,EN_TRAMITE
1003,SIN001003,643,726,397,2021-03-29,Valencia,False,4467.31,ABIERTA
1004,SIN001004,548,566,647,2024-03-07,Barcelona,False,4992.89,CERRADA
1005,SIN001005,829,93,276,2023-08-11,Barcelona,True,3892.76,CERRADA
1006,SIN001006,22,56,798,2021-06-27,Alicante,False,2689.23,ABIERTA
1007,SIN001007,21,607,244,2023-02-01,Madrid,True,1980.55,EN_TRAMITE
1008,SIN001008,650,893,905,2024-01-20,Barcelona,True,3163.95,CERRADA
1009,SIN001009,133,17,273,2020-02-26,Zaragoza,True,4121.8,EN_TRAMITE
1010,SIN001010,913,25,381,2024-02-09,Sevilla,True,2976.26,ABIERTA
1011,SIN001011,387,463,68,2020-03-30,Málaga,False,4898.59,CERRADA
1012,SIN001012,790,535,350,2023-09-24,Málaga,False,1772.58,ABIERTA
1013,SIN001013,233,199,843,2024-10-19,Valencia,False,1733.1,EN_TRAMITE
1014,SIN001014,605,648,202,2021-12-27,Palma,False,3489.01,ABIERTA
1015,SIN001015,120,731,355,2023-02-21,Valencia,False,3327.27,EN_TRAMITE
1016,SIN001016,333,185,694,2020-04-29,Alicante,True,3092.74,EN_TRAMITE
1017,SIN001017,118,500,589,2021-06-08,Zaragoza,False,801.07,ABIERTA
1018,SIN001018,570,373,223,2024-06-21,Murcia,False,4086.08,CERRADA
1019,SIN001019,234,588,538,2021-12-01,Alicante,False,2552.41,CERRADA
